paper_id,title,field,value,status,page,decision,reason,snippet
paper_014,FlowMol: Mixed Continuous and Categorical Flow Matching for 3D De Novo Molecule Generation,models_or_methods,equivariant flow matching,supported,14,review,Method evidence does not clearly say it is the paper's proposed method.,"Precup. MUDiff: Unified Diffusion for Complete Molecule Generation, February 2024. URL http://arxiv.org/abs/2304.14621. arXiv:2304.14621 [cs, q-bio]. [46] Yuxuan Song, Jingjing Gong, Minkai Xu, Ziyao Cao, Yanyan Lan, Stefano Ermon, Hao Zhou, and Wei-Ying Ma. Equivariant Flow Matching with Hybrid Probability Transport, December 2023. URL http://arxiv.org/abs/ 2312.07168. arXiv:2312.07168 [cs]. [47] Hannes Stark, Bowen Jing, Chenyu Wang, Gabriele Corso, Bonnie Berger, Regina Barzilay, and Tommi Jaakkola. Dirichlet Flow Matching with Applica"
paper_014,FlowMol: Mixed Continuous and Categorical Flow Matching for 3D De Novo Molecule Generation,models_or_methods,conditional flow matching,supported,4,add,Supported method/component with proposed-method context.,"e pt(x|z), then the marginal vector field ut(x) can be defined as a mixture of conditional vector fields: ut(x) = Ep(z) ut(x|z)pt(x|z) pt(x) (4) We still cannot compute ut(x) but the neural network uθ that is the minimizer of LF M is also the minimizer of the Conditional Flow Matching (CFM) loss defined in (5) LCF M = Ep(z),pt(x|z),t∼U(0,1)∥uθ(x, t) −ut(x|z)∥2 (5) That is, regressing to conditional vector fields, in expectation, is equivalent to regressing to the marginal vector field. The remaining design choices for a flow matching model"
paper_014,FlowMol: Mixed Continuous and Categorical Flow Matching for 3D De Novo Molecule Generation,models_or_methods,Riemannian flow matching,supported,3,add,Supported method/component with proposed-method context.,"native choice of conditional probability paths that alleviate this issue. There are also other works which develop flow matching variants for discrete data. Boll et al. [48] equip the simplex with the Fisher-Rao metric to form a Riemannian manifold, and apply Riemannian Flow Matching [49] to this manifold. Campbell et al. [50] develop a flow matching method for discrete data built on continuous-time Markov chains. Importantly, none of the aforementioned works, which present methods for training flow matching models for categorical data, b"
paper_014,FlowMol: Mixed Continuous and Categorical Flow Matching for 3D De Novo Molecule Generation,metrics,validity,supported,8,review,Generic metric label; confirm whether the paper reports it as a main evaluation metric.,"graph topology and structure with explicit hydrogens and formal charges as the most rigorous evaluation of the capabilities of generative models to fit the distribution of valid molecular structures. 4.2 Model Evaluation We report three metrics measuring the validity of generated molecular topology: percent atoms stable, percent molecules stable, and percent molecules valid. An atom is defined as “stable” if it has valid valency. Atomic valency is defined as the sum of bond orders that an atom is participating atom. Aroma"
paper_015,FoldFlow-2: Sequence-Augmented SE(3)-Flow Matching for Conditional Protein Backbone Generation,task,inverse folding,supported,12,review,Task labels are interpretive and should be curated manually.,"n, O. Kabeli, R. Rao, N. Smetanin, T. Sercu, and A. Rives. A high-level programming language for generative protein design. bioRxiv, pages 2022–12, 2022. (Cited on page 10) C. Hsu, R. Verkuil, J. Liu, Z. Lin, B. Hie, T. Sercu, A. Lerer, and A. Rives. Learning inverse folding from millions of predicted structures. International conference on machine learning, 2022. (Cited on page 6) P.-S. Huang, S. E. Boyken, and D. Baker. The coming of age of de novo protein design. Nature, 537 (7620):320–327, 2016. (Cited on page 10) J. B. Ingra"
paper_015,FoldFlow-2: Sequence-Augmented SE(3)-Flow Matching for Conditional Protein Backbone Generation,models_or_methods,continuous normalizing flow,supported,3,add,Supported method/component with proposed-method context.,"→SO(3). It is said that ψt generates ρt if it induces a pushforward map ρt = [ψt]#(ρ0). Matching vector fields on SO(3). The framework of Riemannian flow matching [Chen and Lipman, 2024] can also accommodate Lie groups such as SO(3). Consequently, to learn a continuous normalizing flow (CNF) that pushes forward samples r0 ∼ρ0 to r1 ∼ρ1 we must regress a parametric vector field vθ ∈X(SO(3)) in the tangent space of the manifold to the target conditional vector field ut(rt|r0, r1), for all t ∈[0, 1]. Conveniently, the target ut(rt|r0, r1) is t"
paper_015,FoldFlow-2: Sequence-Augmented SE(3)-Flow Matching for Conditional Protein Backbone Generation,models_or_methods,Invariant Point Attention,supported,5,add,Supported method/component with proposed-method context.,"e which processes sequence and structure and outputs SE(3) N 0 vectorfields. Structure and Sequence Encoder. We leverage existing state-of-the-art architectures to encode the structure and sequence modalities separately. For structure encoding, we rely on the invariant point attention (IPA) transformer architecture [Jumper et al., 2021], which is SE(3)-equivariant. The benefit of the IPA architecture is that it is highly flexible and can both consume and produce a structure—i.e., N rigid frames—and also output single and pair representatio"
paper_015,FoldFlow-2: Sequence-Augmented SE(3)-Flow Matching for Conditional Protein Backbone Generation,models_or_methods,equivariant flow matching,supported,1,add,Supported method/component with proposed-method context.,"their diverse functions from complex 3D structures, which are in turn determined by their amino acid sequences. In this paper, we exploit the rich biological inductive bias of amino acid sequences and introduce FOLDFLOW-24, a novel sequence-conditioned SE(3)-equivariant flow matching model for protein structure generation. FOLDFLOW-2 presents substantial new architectural features over the previous FOLDFLOW family of models including a protein large language model to encode sequence, a new multi-modal fusion trunk that combines structure"
paper_015,FoldFlow-2: Sequence-Augmented SE(3)-Flow Matching for Conditional Protein Backbone Generation,models_or_methods,Riemannian flow matching,supported,3,add,Supported method/component with proposed-method context.,"dtψt(r) = ut (ψt(r)), with initial condition ψ0(r) = r, where ut is the time-dependent smooth vector ut : [0, 1] × SO(3) →SO(3). It is said that ψt generates ρt if it induces a pushforward map ρt = [ψt]#(ρ0). Matching vector fields on SO(3). The framework of Riemannian flow matching [Chen and Lipman, 2024] can also accommodate Lie groups such as SO(3). Consequently, to learn a continuous normalizing flow (CNF) that pushes forward samples r0 ∼ρ0 to r1 ∼ρ1 we must regress a parametric vector field vθ ∈X(SO(3)) in the tangent space of the m"
paper_015,FoldFlow-2: Sequence-Augmented SE(3)-Flow Matching for Conditional Protein Backbone Generation,models_or_methods,pLDDT,supported,6,add,Supported method/component with proposed-method context.,"s [Yim et al., 2023b, Bose et al., 2024]. Our exact layered filtering strategy for synthetic structures in SwissProt is outlined by the following steps: (Step 1) Filtering low-confidence structures. We use per-residue local confidence metrics like the average pLDDT to filter out low-confidence structures from the initial SwissProt dataset. (Step 2) Masking low-confidence residues. Globally high-confident structures may include low-confidence residues with disordered regions that can impede training. We use a per-residue"
paper_015,FoldFlow-2: Sequence-Augmented SE(3)-Flow Matching for Conditional Protein Backbone Generation,metrics,self-consistency RMSD,supported,20,add,Supported metric value absent from the original gold row.,"et al., 2022] and ESMFold [Lin et al., 2022], counting the fraction of proteins that refold (Cα-RMSD (scRMSD) < 2.0Å) over 50 proteins at lengths {100, 150, 200, 250, 300}. For our ablation study and sensitivity analysis in § C.2, we also provide the average self-consistency rmsd over all generated proteins. ii) In order to use generative models for drug discovery applications, we want to measure how different and novel are the generated data compared to training data. We measure novelty using two metrics: 1.) the fraction of generate"
paper_015,FoldFlow-2: Sequence-Augmented SE(3)-Flow Matching for Conditional Protein Backbone Generation,metrics,inference time,supported,25,add,Supported metric value absent from the original gold row.,"e 9: Samples of scaffolds for VHHs. Motif (i.e. CDR) is in red, scaffold is in blue, and refolded structure from ESMFold is in gray. Table 13: Molecular dynamics experiment training details. Model # training GPU hours # total parameters # trainable parameters Inference time / step (sec) AlphaFlow-MD 2224 95M 95M 3.26 ± 0.01 ESMFlow-MD 872 3.5B 694M 1.12 ± 0.01 FOLDFLOW-2 192 672M 21M 0.18 ± 0.00 C Additional Results C.1 Unconditional generation diversity and novelty exploration We next provide several additional results on uncon"
paper_016,SemlaFlow: Efficient 3D Molecular Generation with Latent Attention and Equivariant Flow Matching,task,molecular graph and geometry generation,weak,10,review,Only weak lexical evidence was found; human review required.,"Efficient 3D Molecular Generation Jiaqi Guan, Wesley Wei Qian, Xingang Peng, Yufeng Su, Jian Peng, and Jianzhu Ma. 3d equivariant diffu- sion for target-aware molecule generation and affinity prediction. In The Eleventh International Confer- ence on Learning Representations"
paper_016,SemlaFlow: Efficient 3D Molecular Generation with Latent Attention and Equivariant Flow Matching,task,flow matching for molecule generation,supported,5,review,Task labels are interpretive and should be curated manually.,"t in the remainder of this paper are constructed from 12 layers with dinv = 384, dequi = 64, dl = 64, nheads = 32. This corresponds to approximately 22M learnable parameters. We provide a full model overview and further hyperparameter details in Appendix C. 4 FLOW MATCHING FOR MOLECULAR GENERATION To assess the ability of Semla to model distributions with E(3) × SN symmetry we apply conditional flow matching (Lipman et al., 2023; Albergo and Vanden- Eijnden, 2023; Albergo et al., 2023; Liu et al., 2023) with optimal"
paper_016,SemlaFlow: Efficient 3D Molecular Generation with Latent Attention and Equivariant Flow Matching,datasets,PoseBusters,weak,9,review,Only weak lexical evidence was found; human review required.,"L https: //openreview.net/forum?id=kJFIH23hXb. Shaked Brody, Uri Alon, and Eran Yahav. How atten- tive are graph attention networks? In International Conference on Learning Representations, 2021. Martin Buttenschoen, Garrett M Morris, and Char- lotte M Deane. Posebusters: Ai-based docking meth- ods fail to generate physically valid poses or gener- alise to novel sequences. Chemical Science, 15(9): 3130–3139, 2024. Andrew Campbell, Jason Yim, Regina Barzilay, Tom Rainforth, and Tommi Jaakkola. Generative flows on discrete stat"
paper_016,SemlaFlow: Efficient 3D Molecular Generation with Latent Attention and Equivariant Flow Matching,models_or_methods,mixed continuous and categorical flow matching,supported,9,review,Method evidence does not clearly say it is the paper's proposed method.,"uivariant diffu- sion for pocket-conditioned de novo ligand genera- tion with multi-objective guidance via importance sampling. Chem. Sci., 15:14954–14967, 2024. doi: 10.1039/D4SC03523B. URL http://dx.doi.org/ 10.1039/D4SC03523B. Ian Dunn and David Ryan Koes. Mixed continuous and categorical flow matching for 3d de novo molecule generation. ArXiv, 2024. Stefan Elfwing, Eiji Uchibe, and Kenji Doya. Sigmoid- weighted linear units for neural network function approximation in reinforcement learning. Neural networks, 107:3–11, 2018. Victor Garcia Satorras, Emiel Ho"
paper_016,SemlaFlow: Efficient 3D Molecular Generation with Latent Attention and Equivariant Flow Matching,models_or_methods,harmonic self-conditioned flow matching,supported,11,review,Method evidence does not clearly say it is the paper's proposed method.,"nified generative modeling of 3d molecules with bayesian flow networks. In The Twelfth International Con- ference on Learning Representations, 2024. URL https://openreview.net/forum?id=NSVtmmzeRB. Hannes Stark, Bowen Jing, Regina Barzilay, and Tommi Jaakkola. Harmonic self-conditioned flow matching for joint multi-ligand docking and binding site design. In International Conference on Machine Learning. PMLR, 2024a. Hannes Stark, Bowen Jing, Chenyu Wang, Gabriele Corso, Bonnie Berger, Regina Barzilay, and Tommi Jaakkola. Dirichlet flow matching with appli"
paper_016,SemlaFlow: Efficient 3D Molecular Generation with Latent Attention and Equivariant Flow Matching,models_or_methods,conditional flow matching,supported,2,review,Method evidence does not clearly say it is the paper's proposed method.,"ess a number of shortcomings with existing metrics for 3D molecular generation. 2 BACKGROUND Flow Matching Flow matching seeks to learn a gen- erative process which transports samples from a noise distribution pnoise to samples from a data distribution pdata. Conditional flow matching (CFM) has emerged in different flavors as an effective way to train flow matching models (Albergo and Vanden-Eijnden, 2023; Liu et al., 2023; Lipman et al., 2023). CFM works in a simulation-free manner by interpolating between noise and a data sample x1 ∼pdat"
paper_016,SemlaFlow: Efficient 3D Molecular Generation with Latent Attention and Equivariant Flow Matching,models_or_methods,self-conditioning,supported,6,add,Supported method/component with proposed-method context.,"aFlow (Ours) 99.9±0.0 99.7±0.03 99.4±0.03 95.4±0.12 100 types, bond types and charges. The final loss for the model is then given by the weighted sum: LSemlaFlow = λxLMSE(˜x1, x1) + λaLCE(˜a1, a1) (17) +λbLCE(˜b1, b1) + λcLCE(˜c1, c1) (18) We also make use of self-conditioning, which was origi- nally proposed for diffusion models as way of reusing the model’s previous prediction when sampling (Chen et al., 2023). To create a self-conditioned SemlaFlow model, we adopt the same training procedure as Har- monicFlow (Stark et al., 2024"
paper_016,SemlaFlow: Efficient 3D Molecular Generation with Latent Attention and Equivariant Flow Matching,models_or_methods,FlowMol,supported,6,add,Supported method/component with proposed-method context.,"tab ↑ Mol Stab ↑ Valid ↑ Unique ↑ NFE EDM 98.7 82.0 91.9 98.9∗ 1000 GCDM 98.7 85.7 94.8 98.4∗ 1000 GFMDiff 98.9 87.7 96.3 98.8∗ 500 EquiFM 98.9 88.3 94.7 98.7∗ 210 GeoLDM 98.9 89.4 93.8 98.8 1000 MUDiff 98.8 89.9 95.3 99.1 1000 GeoBFN 99.3 93.3 96.9 95.4 2000 FlowMol 99.7 96.2 97.3 – 100 MiDi 99.8 97.5 97.9 97.6 500 EQGAT-diff 99.9±0.0 98.7±0.18 99.0±0.16 100.0±0.0 500 SemlaFlow (Ours) 99.9±0.0 99.7±0.03 99.4±0.03 95.4±0.12 100 types, bond types and charges. The final loss for the model is then given by the weighted sum:"
paper_016,SemlaFlow: Efficient 3D Molecular Generation with Latent Attention and Equivariant Flow Matching,metrics,inference time,supported,4,add,Supported metric value absent from the original gold row.,"olecules. It also allows us to scale the size of the invariant node features independently of the node latent dimension. In Appendix A we provide experiments varying the size of this parameter and show that it is possible to produce a significant reduction in inference time with negli- gible drop in generation quality. Formally, messages between nodes i and j, which are split into invariant and equivariant attention components, are computed as follows: (m(inv) i,j , m(equi) i,j ) = Ωθ(˜hi, ˜hj, ˜xi · ˜xj) (5) ˜hk = W3 θϕinv(hff"
paper_016,SemlaFlow: Efficient 3D Molecular Generation with Latent Attention and Equivariant Flow Matching,metrics,strain energy,supported,2,add,Supported metric value absent from the original gold row.,"as 20 sampling steps, corresponding to a 2-order- of-magnitude increase in sampling speed compared to existing models. Finally, we also highlight issues with frequently used evaluation metrics for unconditional 3D generation and propose the use of energy and strain energy for benchmarking unconditional 3D generative models. We provide an overview of our molecular generation approach in Figure 1 and we summarise our key con- tributions as follows: • Semla – We introduce a novel E(3)-equivariant architecture, Semla, with signifi"
paper_016,SemlaFlow: Efficient 3D Molecular Generation with Latent Attention and Equivariant Flow Matching,metrics,GPU memory,supported,15,add,Supported metric value absent from the original gold row.,"ch batch is minimised. With this setup we can also apply a cost function to select the batch size for each bucket separately; since the amount of memory required to process a molecule increases quadratically with the number of atoms, this helps to balance the GPU memory consumption for each batch. In practice, though, we simply apply a linear cost function and use a batch size of 4096 atoms per batch for all SemlaFlow models. While we have found our bucketing scheme leads to a significant increase in training speed, it may a"
paper_018,AtomFlow: Design of Ligand-Binding Proteins with Atomic Flow Matching,task,protein-ligand complex generation,supported,4,review,Task labels are interpretive and should be curated manually.,"e protein-ligand complex as a series of biotokens and embed their token and pair level features. Starting from a noisy sample, the flow matching procedure gradually generates the designed structure x1 with a structure prediction network. 4.1 FLOW MATCHING FOR PROTEIN-LIGAND COMPLEX GENERATION We jointly design the complex structure x = xm ∪xp, which lies in the space of RN×3, with a flow matching model. Considering that different structures obtained under arbitrary SE(3) transformations 4"
paper_018,AtomFlow: Design of Ligand-Binding Proteins with Atomic Flow Matching,task,ligand conformation and protein backbone generation,supported,1,review,Task labels are interpretive and should be curated manually.,"Preprint. DESIGN OF LIGAND-BINDING PROTEINS WITH ATOMIC FLOW MATCHING Junqi Liu1,3, Shaoning Li2,3, Chence Shi3,4,5, Zhi Yang1,†, Jian Tang4,6,7,3,† 1 School of Computer Science, Peking University 2 The Chinese University of Hong Kong 3 BioGeometry 4 Mila - Québec AI Institute 5 U"
paper_018,AtomFlow: Design of Ligand-Binding Proteins with Atomic Flow Matching,datasets,PoseBusters,supported,9,add,Supported dataset or benchmark value absent from the original gold row.,samples for the evaluation set with scRMSD ≤x (higher is better). ATOMFLOW outperforms RFDiffusion with a curve similar to RFDiffusionAA. ATOMFLOW-H generates achieves the best result among the methods. The ratio of samples with scRMSD < 2 is highlighted. B: PoseBusters score distribution of ATOMFLOW generated samples on the extended set. Most ligand conformers generated by ATOMFLOW-N only fails ≤1 metric of its evaluations. C: Vina score distribution over all designs on the evaluation set (lower is better). ATOMFLOW achieve
paper_018,AtomFlow: Design of Ligand-Binding Proteins with Atomic Flow Matching,models_or_methods,harmonic self-conditioned flow matching,supported,13,review,Method evidence does not clearly say it is the paper's proposed method.,"Kingma, Abhishek Kumar, Stefano Ermon, and Ben Poole. Score-Based Generative Modeling through Stochastic Differential Equations. International Conference on Learning Representations (ICLR), 2021. Hannes Stark, Bowen Jing, Regina Barzilay, and Tommi Jaakkola. Harmonic Self-Conditioned Flow Matching for joint Multi-Ligand Docking and Binding Site Design. In Forty-first International Conference on Machine Learning, volume abs/2310.05764, 2024. Joseph L. Watson, David Juergens, Nathaniel R. Bennett, Brian L. Trippe, Jason Yim, Helen E. Eisenach, Woody Aher"
paper_018,AtomFlow: Design of Ligand-Binding Proteins with Atomic Flow Matching,models_or_methods,Invariant Point Attention,supported,15,add,Supported method/component with proposed-method context.,"old 2 (Jumper et al., 2021), while our implementation builds on top of the widely acknowledged reimplementation OpenFold (Ahdritz et al., 2024). The TransformerStack consists of 14 layers of simplified Evoformer block, and the IPAStack consists of 4 layers of Invariant Point Attention (IPA) blocks. The MSA operations in the Evoformer block is simplified by replacing the operations on the MSA feature matrix to the single representation si. The weights of the IPA blocks are shared, and the structural loss is calculated on the outputs of each"
paper_018,AtomFlow: Design of Ligand-Binding Proteins with Atomic Flow Matching,models_or_methods,equivariant flow matching,supported,10,add,Supported method/component with proposed-method context.,"ious works, ATOMFLOW no longer relies on a given bound ligand conformer as input. We represent the protein-ligand complex as unified biotokens, learning the structure distribution of both the proteins and the ligands simultaneously from the data with an SE(3)-equivariant flow matching model on the representative atoms. During evalua- tion, ATOMFLOW shows comparable design quality to the state-of-the-art model RFDiffusionAA, which requires the ligand conformer to be fixed before design. Further evaluation exhibits the advan- tage of ATOMFLO"
paper_018,AtomFlow: Design of Ligand-Binding Proteins with Atomic Flow Matching,models_or_methods,conditional flow matching,supported,4,add,Supported method/component with proposed-method context.,"ty path pt(x|x1), which is usually derived through a conditional vector field ut(x|x1) for each data point x1 (Lipman et al., 2022). The conditional vector field is then approximated with a trainable network ˆvt(x; θ). Lipman et al. (2022) has proved that the conditional flow matching loss, LCFM(θ) = Et,pdata(x1),pt(x|x1)∥ˆvt(x; θ) −ut(x|x1)∥, (2) has identical gradients w.r.t. θ with LFM = Et,pdata(x)||ˆvt(x; θ) −ut(x)||, which means the model can generate a marginal vector field by simply learning from the x1-conditioned vector fields, w"
paper_018,AtomFlow: Design of Ligand-Binding Proteins with Atomic Flow Matching,models_or_methods,Riemannian flow matching,supported,5,review,Method evidence does not clearly say it is the paper's proposed method.,": RN×3/SE(3), where two structures are identical if they could be perfectly aligned with an SE(3) transformation (Jing et al., 2024). This quotient space is proved to be a Riemannian manifold when defined with suitable care (Diepeveen et al., 2024). Following Riemannian Flow Matching (Chen & Lipman, 2024), we define a rectified flow on this manifold with a premetric d : Q × Q →R. We denote alignx(y) for x, y ∈RN×3 as aligning structure y to x to minimize RMSD, then the premetric d(x, y) could be defined as the minimum point-wise root mean"
paper_018,AtomFlow: Design of Ligand-Binding Proteins with Atomic Flow Matching,metrics,inference time,supported,6,add,Supported metric value absent from the original gold row.,"e also unevenly divided to accommodate the multi-scale characteristics of the predicted complex. 4.4 TRAINING AND INFERENCE We train the network ˆx1 by sampling data points and timestamps, calculating the noisy input, and supervising the predicted results. At inference time, we transforms the token positions sampled from the prior distribution through the predicted vector field with an ODE solver, and outputs the structure we obtained at the final step. Loss. We supervise the predicted complex structure T with a metric that meas"
paper_018,AtomFlow: Design of Ligand-Binding Proteins with Atomic Flow Matching,metrics,designability,supported,10,add,Supported metric value absent from the original gold row.,"Figure 6: A: Cluster count based on different thresholds for maximum difference within cluster for each ligand in the evaluation set. ATOMFLOW generates diverse binder folds for all ligands, not restricted to the existing binder structure. B: Scatter plot of designability (scRMSD) vs. novelty (pdbTM) for ligands in the evaluation set. ATOMFLOW successfully designs self-consistent structures with high pdbTM, demonstrating high novelty. Figure 6A shows that the structures generated by ATOMFLOW is quite diverse for all four ligan"
paper_018,AtomFlow: Design of Ligand-Binding Proteins with Atomic Flow Matching,metrics,TM-score,supported,10,add,Supported metric value absent from the original gold row.,"ctural distance of the outputs and report the number of clusters using different thresholds of maximum distance within cluster. For novelty, we generate 4 structures with residue count in [100, 101, · · · , 300] for each ligand, and then calculate the highest TM-score (Zhang, 2005) between a designed structure and any similar structure searched by FoldSeek (Kempen et al., 2024) (pdbTM), as well as the protein scRMSD. The search range of pdbTM is all known protein structures in PDB. A B Figure 6: A: Cluster count based on d"
paper_018,AtomFlow: Design of Ligand-Binding Proteins with Atomic Flow Matching,metrics,pdbTM,supported,10,add,Supported metric value absent from the original gold row.,"ster. For novelty, we generate 4 structures with residue count in [100, 101, · · · , 300] for each ligand, and then calculate the highest TM-score (Zhang, 2005) between a designed structure and any similar structure searched by FoldSeek (Kempen et al., 2024) (pdbTM), as well as the protein scRMSD. The search range of pdbTM is all known protein structures in PDB. A B Figure 6: A: Cluster count based on different thresholds for maximum difference within cluster for each ligand in the evaluation set. ATOMFLOW generates div"
paper_019,PocketFlow: Generalized Protein Pocket Generation with Prior-Informed Flow Matching,task,structure-based drug design,supported,11,review,Task labels are interpretive and should be curated manually.,"zene, phe, tyr, and trp. Science, 271(5246):163–168, 1996. [27] Paul G Francoeur, Tomohide Masuda, Jocelyn Sunseri, Andrew Jia, Richard B Iovanisci, Ian Snyder, and David R Koes. Three-dimensional convolutional neural networks and a cross- docked data set for structure-based drug design. Journal of chemical information and modeling, 60(9):4200–4215, 2020. [28] Anum A Glasgow, Yao-Ming Huang, Daniel J Mandell, Michael Thompson, Ryan Ritterson, Amanda L Loshbaugh, Jenna Pellegrino, Cody Krivacic, Roland A Pache, Kyle A Barlow, et al. Computati"
paper_019,PocketFlow: Generalized Protein Pocket Generation with Prior-Informed Flow Matching,task,pocket-conditioned ligand generation,supported,3,review,Task labels are interpretive and should be curated manually.,"design. However, deep-learning methods lacking physical/chemical prior guidance may be less accurate and generalizable. In PocketFlow, we aim to design prior-guided pocket generative models. 3 Preliminaries 3.1 Notations and Problem Formulation Not Bind Residue type Atom position Cα R C N R C N Cα Cα R C N Protein Cα position Residue type: Lysine N Frame orientation Cα C N Interact"
paper_019,PocketFlow: Generalized Protein Pocket Generation with Prior-Informed Flow Matching,task,protein-ligand interaction-guided molecule generation,supported,3,review,Task labels are interpretive and should be curated manually.,"design. However, deep-learning methods lacking physical/chemical prior guidance may be less accurate and generalizable. In PocketFlow, we aim to design prior-guided pocket generative models. 3 Preliminaries 3.1 Notations and Problem Formulation Not Bind Residue type Atom position Cα R C N R C N Cα Cα R C N Protein Cα position Residue type: Lysine N Frame orientation Cα C N Interaction Type … t = 0 Initialized pocket"
paper_019,PocketFlow: Generalized Protein Pocket Generation with Prior-Informed Flow Matching,datasets,PDBBind,supported,8,add,Supported dataset or benchmark value absent from the original gold row.,"es on the peptide and RNA datasets. DEPACT is not reported here because it is specially designed for small molecules. dyMEAN, FAIR, and PocketFlow are pretrained on protein-small molecule datasets and we use the checkpoint of RFDiffusionAA [1]. Model PPDBench PDBBind RNA AAR (↑) scRMSD (↓) ∆∆G (↓) AAR (↑) scRMSD (↓) ∆∆G (↓) Test set - 0.64 - - 0.59 - dyMEAN 26.29±1.05% 0.71±0.05 -0.23±0.04 25.90±1.22% 0.71±0.04 -0.18±0.03 FAIR 32.53±0.89% 0.86±0.04 0.05±0.07 24.90±0.92% 0.80±0.05 0.13±0.05 RFDiffusionAA 46.85±1.45% 0.65±0"
paper_019,PocketFlow: Generalized Protein Pocket Generation with Prior-Informed Flow Matching,models_or_methods,Invariant Point Attention,supported,5,add,Supported method/component with proposed-method context.,". (5) 4.4 Model Training Network Architecture. To design the binding protein pocket R = {c(i), x(i), O(i), χ(i), I(i)}Nr i=1 and update the binding ligand coordinates {x(i)}Nl i=1, we utilize an architecture modified from the FrameDiff [86] which incorporates Invariant Point Attention (IPA) from AF2 [43] to encode spatial features combined with transformer layers [79] to encode sequence-level features. To achieve a unified representation of both protein residues and ligand atoms, we follow the approach used in RoseTTAFold All-Atom [49], wh"
paper_019,PocketFlow: Generalized Protein Pocket Generation with Prior-Informed Flow Matching,models_or_methods,Riemannian flow matching,supported,3,add,Supported method/component with proposed-method context.,"Flow Matching Flow matching (FM) [57] is a simulation-free method for learning continuous normalizing flows (CNFs) [18] that generates data by integrating an ordinary differential equation (ODE) over a learned vector field. Here, we first give an overview of Riemannian flow matching [17]. On a manifold M, the CNF ψt(·): M →M is defined by integrating along a time-dependent vector field ut(x) ∈TxM where TxM denotes the tangent space of the manifold at x ∈M: d dtψt(x) = ut(ψt(x)), ψ0(x) = x, t ∈[0, 1]. The flow transforms a simple distribu"
paper_019,PocketFlow: Generalized Protein Pocket Generation with Prior-Informed Flow Matching,models_or_methods,self-conditioning,supported,18,review,Method evidence does not clearly say it is the paper's proposed method.,"ue indices and timestep while edge embeddings additionally get relative sequence distances. Initial embeddings at layer 0 for residues i, j are obtained with an MLP and sinusoidal embeddings ϕ(·) [79] over the features. Following [86], we additionally include self-conditioning of predicted Cα displacements. Let ˜x be the Cα coordinates predicted during self-conditioning. 50% of the time we set ˜x = 0. The binned displacement of two Cα is given as, dispij = Nbins X k=1 1{˜xi −˜xj < dk}, (14) where d1, . . . , dNbins are linspace(0,"
paper_019,PocketFlow: Generalized Protein Pocket Generation with Prior-Informed Flow Matching,metrics,self-consistency,supported,7,add,Supported metric value absent from the original gold row.,"ecovery (AAR) is defined as the overlapping ratio between the predicted and ground truth residue types. In bioengineering, mutating too many residues may lead to instability or failure to fold [4]. Therefore, a larger AAR is more favor- able. scRMSD refers to self-consistency Root Mean Squared Deviation between the generated and the predicted pocket’s backbone atoms to reflect structural validity. Following established pipelines 7"
paper_019,PocketFlow: Generalized Protein Pocket Generation with Prior-Informed Flow Matching,metrics,steric clashes,supported,2,add,Supported metric value absent from the original gold row.,"ration, producing an average improvement of 1.29 in Vina score and 0.05 in scRMSD. Further interaction analysis highlights the model’s ability to foster benefi- cial protein-ligand interactions, e.g., an average of 4.12 hydrogen bonds, while markedly reducing steric clashes (an average of 1.21 in generated pockets v.s. 4.59 in the test set). 2 Related Works 2.1 Generative Models for Protein Generation Recent advancements in deep generative models have significantly advanced the field of de novo protein structure generation, enab"
paper_019,PocketFlow: Generalized Protein Pocket Generation with Prior-Informed Flow Matching,metrics,QED,supported,16,add,Supported metric value absent from the original gold row.,"the remaining clusters for testing and validation, respectively; Binding MOAD dataset [34] contains around 41k experimentally determined protein-ligand complexes. Following previous work [71], we keep pockets with valid and moderately ‘drug-like’ ligands with QED score ≥0.3. We further filter the dataset to discard molecules containing atom types /∈{C, N, O, S, B, Br, Cl, P, I, F} as well as binding pockets with non-standard amino acids. Then, we randomly sample and split the filtered dataset based on the Enzyme Commi"
paper_019,PocketFlow: Generalized Protein Pocket Generation with Prior-Informed Flow Matching,metrics,MAE,supported,23,add,Supported metric value absent from the original gold row.,"generation of high-affinity pockets, an excessively high γ can result in less valid pocket sequences or structures. In the default configuration, γ is set to 1. To evaluate the validity of the generated sidechain structure, we compute the Mean Absolute Error (MAE) of sidechain angles (degrees) following [90] in Table. 5. We mainly compare PocketFlow with RFDiffusionAA [48]+LigandMPNN [22] on the recovered residues. In the table, we report the average MAE and can observe that PocketFlow achieves better performance in g"
paper_020,"FLOWR: Flow Matching for Structure-Aware De Novo, Interaction- and Fragment-Based Ligand Generation",task,pocket-conditioned molecule design,supported,3,review,Task labels are interpretive and should be curated manually.,"and Conditional Ligand Generation Table 1: Feature comparison of SPINDR with commonly used datasets. Overview of the additional features provided by the SPINDR dataset compared to datasets commonly used for training generative models for structure-based drug design (SBDD) and docking tasks. Checkmarks (✓) indicate presence, crosses (✗) indicate absence of each feature. Dataset Crystal Structure Energy-Minimised Explicit Protein-Ligand Complexes Conformations Hydrogens Interactions CROSSDOCKED ✗ ✗ ✗ ✗ PDBBIND ✓ ✗ ✗"
